Attribute,Commodity,Commodity type,Unit,YearType,Year,Value
Variable cost of production (per acre),Wheat,Crops,Dollars,Market year,2022/23,135
Variable cost of production (per acre),Wheat,Crops,Dollars,Market year,2023/24,135
Variable cost of production (per acre),Wheat,Crops,Dollars,Market year,2024/25,133
Variable cost of production (per acre),Wheat,Crops,Dollars,Market year,2025/26,132
Variable cost of production (per acre),Wheat,Crops,Dollars,Market year,2026/27,132
Variable cost of production (per acre),Wheat,Crops,Dollars,Market year,2027/28,132
Variable cost of production (per acre),Wheat,Crops,Dollars,Market year,2028/29,132
Variable cost of production (per acre),Wheat,Crops,Dollars,Market year,2029/30,132
Variable cost of production (per acre),Wheat,Crops,Dollars,Market year,2030/31,130
Variable cost of production (per acre),Wheat,Crops,Dollars,Market year,2031/32,131
Variable cost of production (per bushel),Wheat,Crops,Dollars,Market year,2020/21,2.6
Variable cost of production (per bushel),Wheat,Crops,Dollars,Market year,2021/22,3
Variable cost of production (per bushel),Wheat,Crops,Dollars,Market year,2022/23,2.75
Variable cost of production (per bushel),Wheat,Crops,Dollars,Market year,2023/24,2.72
Variable cost of production (per bushel),Wheat,Crops,Dollars,Market year,2024/25,2.67
Variable cost of production (per bushel),Wheat,Crops,Dollars,Market year,2025/26,2.62
Variable cost of production (per bushel),Wheat,Crops,Dollars,Market year,2026/27,2.6
Variable cost of production (per bushel),Wheat,Crops,Dollars,Market year,2027/28,2.58
Variable cost of production (per bushel),Wheat,Crops,Dollars,Market year,2028/29,2.56
Variable cost of production (per bushel),Wheat,Crops,Dollars,Market year,2029/30,2.55
Variable cost of production (per bushel),Wheat,Crops,Dollars,Market year,2030/31,2.49
Variable cost of production (per bushel),Wheat,Crops,Dollars,Market year,2031/32,2.49
Yield/harvested acre,Wheat,Crops,Bushels per acre,Market year,2020/21,49.7
Yield/harvested acre,Wheat,Crops,Bushels per acre,Market year,2021/22,44.3
Yield/harvested acre,Wheat,Crops,Bushels per acre,Market year,2022/23,49.1
Yield/harvested acre,Wheat,Crops,Bushels per acre,Market year,2023/24,49.5
Yield/harvested acre,Wheat,Crops,Bushels per acre,Market year,2024/25,49.9
Yield/harvested acre,Wheat,Crops,Bushels per acre,Market year,2025/26,50.3
Yield/harvested acre,Wheat,Crops,Bushels per acre,Market year,2026/27,50.7
Yield/harvested acre,Wheat,Crops,Bushels per acre,Market year,2027/28,51.1
Yield/harvested acre,Wheat,Crops,Bushels per acre,Market year,2028/29,51.5
Yield/harvested acre,Wheat,Crops,Bushels per acre,Market year,2029/30,51.8
Yield/harvested acre,Wheat,Crops,Bushels per acre,Market year,2030/31,52.2
Yield/harvested acre,Wheat,Crops,Bushels per acre,Market year,2031/32,52.6
"Beef cattle, farm price",Beef,Livestock/Dairy,Dollars per cwt.,Calendar year,2020,108.84
"Beef cattle, farm price",Beef,Livestock/Dairy,Dollars per cwt.,Calendar year,2021,119.84
"Beef cattle, farm price",Beef,Livestock/Dairy,Dollars per cwt.,Calendar year,2022,127.44
"Beef cattle, farm price",Beef,Livestock/Dairy,Dollars per cwt.,Calendar year,2023,133.56
"Beef cattle, farm price",Beef,Livestock/Dairy,Dollars per cwt.,Calendar year,2024,134.1
"Beef cattle, farm price",Beef,Livestock/Dairy,Dollars per cwt.,Calendar year,2025,135.84
"Beef cattle, farm price",Beef,Livestock/Dairy,Dollars per cwt.,Calendar year,2026,136.33
"Beef cattle, farm price",Beef,Livestock/Dairy,Dollars per cwt.,Calendar year,2027,136.68
"Beef cattle, farm price",Beef,Livestock/Dairy,Dollars per cwt.,Calendar year,2028,137.25
"Beef cattle, farm price",Beef,Livestock/Dairy,Dollars per cwt.,Calendar year,2029,138.21
"Beef cattle, farm price",Beef,Livestock/Dairy,Dollars per cwt.,Calendar year,2030,139.42
"Beef cattle, farm price",Beef,Livestock/Dairy,Dollars per cwt.,Calendar year,2031,141.1
Beef cow inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2020,31339
Beef cow inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2021,31158
Beef cow inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2022,30555
Beef cow inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2023,30534
Beef cow inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2024,30596
Beef cow inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2025,30663
Beef cow inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2026,30797
Beef cow inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2027,30946
Beef cow inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2028,31091
Beef cow inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2029,31227
Beef cow inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2030,31350
Beef cow inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2031,31460
Beginning stocks,Beef,Livestock/Dairy,Million pounds,Calendar year,2020,642
Beginning stocks,Beef,Livestock/Dairy,Million pounds,Calendar year,2021,716
Beginning stocks,Beef,Livestock/Dairy,Million pounds,Calendar year,2022,640
Beginning stocks,Beef,Livestock/Dairy,Million pounds,Calendar year,2023,640
Beginning stocks,Beef,Livestock/Dairy,Million pounds,Calendar year,2024,635
Beginning stocks,Beef,Livestock/Dairy,Million pounds,Calendar year,2025,640
Beginning stocks,Beef,Livestock/Dairy,Million pounds,Calendar year,2026,665
Beginning stocks,Beef,Livestock/Dairy,Million pounds,Calendar year,2027,680
Beginning stocks,Beef,Livestock/Dairy,Million pounds,Calendar year,2028,690
Beginning stocks,Beef,Livestock/Dairy,Million pounds,Calendar year,2029,700
Beginning stocks,Beef,Livestock/Dairy,Million pounds,Calendar year,2030,710
Beginning stocks,Beef,Livestock/Dairy,Million pounds,Calendar year,2031,715
"Calves, farm price",Beef,Livestock/Dairy,Dollars per cwt.,Calendar year,2020,157.25
"Calves, farm price",Beef,Livestock/Dairy,Dollars per cwt.,Calendar year,2021,167.32
"Calves, farm price",Beef,Livestock/Dairy,Dollars per cwt.,Calendar year,2022,180.01
"Calves, farm price",Beef,Livestock/Dairy,Dollars per cwt.,Calendar year,2023,188.66
"Calves, farm price",Beef,Livestock/Dairy,Dollars per cwt.,Calendar year,2024,189.42
"Calves, farm price",Beef,Livestock/Dairy,Dollars per cwt.,Calendar year,2025,191.88
"Calves, farm price",Beef,Livestock/Dairy,Dollars per cwt.,Calendar year,2026,192.57
"Calves, farm price",Beef,Livestock/Dairy,Dollars per cwt.,Calendar year,2027,193.06
"Calves, farm price",Beef,Livestock/Dairy,Dollars per cwt.,Calendar year,2028,193.87
"Calves, farm price",Beef,Livestock/Dairy,Dollars per cwt.,Calendar year,2029,195.23
"Calves, farm price",Beef,Livestock/Dairy,Dollars per cwt.,Calendar year,2030,196.95
"Calves, farm price",Beef,Livestock/Dairy,Dollars per cwt.,Calendar year,2031,199.31
Cattle inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2020,93793
Cattle inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2021,93595
Cattle inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2022,92000
Cattle inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2023,91600
Cattle inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2024,92311
Cattle inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2025,92598
Cattle inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2026,92972
Cattle inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2027,93321
Cattle inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2028,93693
Cattle inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2029,94046
Cattle inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2030,94389
Cattle inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2031,94719
Commercial production,Beef,Livestock/Dairy,Million pounds,Calendar year,2020,27174
Commercial production,Beef,Livestock/Dairy,Million pounds,Calendar year,2021,27832
Commercial production,Beef,Livestock/Dairy,Million pounds,Calendar year,2022,26995
Commercial production,Beef,Livestock/Dairy,Million pounds,Calendar year,2023,26672
Commercial production,Beef,Livestock/Dairy,Million pounds,Calendar year,2024,26777
Commercial production,Beef,Livestock/Dairy,Million pounds,Calendar year,2025,26964
Commercial production,Beef,Livestock/Dairy,Million pounds,Calendar year,2026,27193
Commercial production,Beef,Livestock/Dairy,Million pounds,Calendar year,2027,27410
Commercial production,Beef,Livestock/Dairy,Million pounds,Calendar year,2028,27645
Commercial production,Beef,Livestock/Dairy,Million pounds,Calendar year,2029,27874
Commercial production,Beef,Livestock/Dairy,Million pounds,Calendar year,2030,28097
Commercial production,Beef,Livestock/Dairy,Million pounds,Calendar year,2031,28314
Ending stocks,Beef,Livestock/Dairy,Million pounds,Calendar year,2020,716
Ending stocks,Beef,Livestock/Dairy,Million pounds,Calendar year,2021,640
Ending stocks,Beef,Livestock/Dairy,Million pounds,Calendar year,2022,640
Ending stocks,Beef,Livestock/Dairy,Million pounds,Calendar year,2023,635
Ending stocks,Beef,Livestock/Dairy,Million pounds,Calendar year,2024,640
Ending stocks,Beef,Livestock/Dairy,Million pounds,Calendar year,2025,665
Ending stocks,Beef,Livestock/Dairy,Million pounds,Calendar year,2026,680
Ending stocks,Beef,Livestock/Dairy,Million pounds,Calendar year,2027,690
Ending stocks,Beef,Livestock/Dairy,Million pounds,Calendar year,2028,700
Ending stocks,Beef,Livestock/Dairy,Million pounds,Calendar year,2029,710
Ending stocks,Beef,Livestock/Dairy,Million pounds,Calendar year,2030,715
Ending stocks,Beef,Livestock/Dairy,Million pounds,Calendar year,2031,715
Exports,Beef,Livestock/Dairy,Million pounds,Calendar year,2020,2951
Exports,Beef,Livestock/Dairy,Million pounds,Calendar year,2021,3414
Exports,Beef,Livestock/Dairy,Million pounds,Calendar year,2022,3270
Exports,Beef,Livestock/Dairy,Million pounds,Calendar year,2023,3201
Exports,Beef,Livestock/Dairy,Million pounds,Calendar year,2024,3213
Exports,Beef,Livestock/Dairy,Million pounds,Calendar year,2025,3249
Exports,Beef,Livestock/Dairy,Million pounds,Calendar year,2026,3290
Exports,Beef,Livestock/Dairy,Million pounds,Calendar year,2027,3330
Exports,Beef,Livestock/Dairy,Million pounds,Calendar year,2028,3373
Exports,Beef,Livestock/Dairy,Million pounds,Calendar year,2029,3415
Exports,Beef,Livestock/Dairy,Million pounds,Calendar year,2030,3456
Exports,Beef,Livestock/Dairy,Million pounds,Calendar year,2031,3497
"Feeder steers, Okla. City price",Beef,Livestock/Dairy,Dollars per cwt.,Calendar year,2020,135.44
"Feeder steers, Okla. City price",Beef,Livestock/Dairy,Dollars per cwt.,Calendar year,2021,144.8
"Feeder steers, Okla. City price",Beef,Livestock/Dairy,Dollars per cwt.,Calendar year,2022,155.5
"Feeder steers, Okla. City price",Beef,Livestock/Dairy,Dollars per cwt.,Calendar year,2023,171.19
"Feeder steers, Okla. City price",Beef,Livestock/Dairy,Dollars per cwt.,Calendar year,2024,171.8
"Feeder steers, Okla. City price",Beef,Livestock/Dairy,Dollars per cwt.,Calendar year,2025,174.39
"Feeder steers, Okla. City price",Beef,Livestock/Dairy,Dollars per cwt.,Calendar year,2026,174.91
"Feeder steers, Okla. City price",Beef,Livestock/Dairy,Dollars per cwt.,Calendar year,2027,175.14
"Feeder steers, Okla. City price",Beef,Livestock/Dairy,Dollars per cwt.,Calendar year,2028,175.76
"Feeder steers, Okla. City price",Beef,Livestock/Dairy,Dollars per cwt.,Calendar year,2029,177.06
"Feeder steers, Okla. City price",Beef,Livestock/Dairy,Dollars per cwt.,Calendar year,2030,178.83
"Feeder steers, Okla. City price",Beef,Livestock/Dairy,Dollars per cwt.,Calendar year,2031,181.41
Imports,Beef,Livestock/Dairy,Million pounds,Calendar year,2020,3342
Imports,Beef,Livestock/Dairy,Million pounds,Calendar year,2021,3187
Imports,Beef,Livestock/Dairy,Million pounds,Calendar year,2022,3165
Imports,Beef,Livestock/Dairy,Million pounds,Calendar year,2023,3211
Imports,Beef,Livestock/Dairy,Million pounds,Calendar year,2024,3222
Imports,Beef,Livestock/Dairy,Million pounds,Calendar year,2025,3163
Imports,Beef,Livestock/Dairy,Million pounds,Calendar year,2026,3113
Imports,Beef,Livestock/Dairy,Million pounds,Calendar year,2027,3137
Imports,Beef,Livestock/Dairy,Million pounds,Calendar year,2028,3162
Imports,Beef,Livestock/Dairy,Million pounds,Calendar year,2029,3186
Imports,Beef,Livestock/Dairy,Million pounds,Calendar year,2030,3210
Imports,Beef,Livestock/Dairy,Million pounds,Calendar year,2031,3234
"Production, farm",Beef,Livestock/Dairy,Million pounds,Calendar year,2020,70
"Production, farm",Beef,Livestock/Dairy,Million pounds,Calendar year,2021,70
"Production, farm",Beef,Livestock/Dairy,Million pounds,Calendar year,2022,70
"Production, farm",Beef,Livestock/Dairy,Million pounds,Calendar year,2023,70
"Production, farm",Beef,Livestock/Dairy,Million pounds,Calendar year,2024,70
"Production, farm",Beef,Livestock/Dairy,Million pounds,Calendar year,2025,70
"Production, farm",Beef,Livestock/Dairy,Million pounds,Calendar year,2026,70
"Production, farm",Beef,Livestock/Dairy,Million pounds,Calendar year,2027,70
"Production, farm",Beef,Livestock/Dairy,Million pounds,Calendar year,2028,70
"Production, farm",Beef,Livestock/Dairy,Million pounds,Calendar year,2029,70
"Production, farm",Beef,Livestock/Dairy,Million pounds,Calendar year,2030,70
"Production, farm",Beef,Livestock/Dairy,Million pounds,Calendar year,2031,70
"Steers, 5-area, all grades price",Beef,Livestock/Dairy,Dollars per cwt.,Calendar year,2020,108.51
"Steers, 5-area, all grades price",Beef,Livestock/Dairy,Dollars per cwt.,Calendar year,2021,121.06
"Steers, 5-area, all grades price",Beef,Livestock/Dairy,Dollars per cwt.,Calendar year,2022,128.75
"Steers, 5-area, all grades price",Beef,Livestock/Dairy,Dollars per cwt.,Calendar year,2023,134.94
"Steers, 5-area, all grades price",Beef,Livestock/Dairy,Dollars per cwt.,Calendar year,2024,135.48
"Steers, 5-area, all grades price",Beef,Livestock/Dairy,Dollars per cwt.,Calendar year,2025,137.24
"Steers, 5-area, all grades price",Beef,Livestock/Dairy,Dollars per cwt.,Calendar year,2026,137.73
"Steers, 5-area, all grades price",Beef,Livestock/Dairy,Dollars per cwt.,Calendar year,2027,138.08
"Steers, 5-area, all grades price",Beef,Livestock/Dairy,Dollars per cwt.,Calendar year,2028,138.66
"Steers, 5-area, all grades price",Beef,Livestock/Dairy,Dollars per cwt.,Calendar year,2029,139.63
"Steers, 5-area, all grades price",Beef,Livestock/Dairy,Dollars per cwt.,Calendar year,2030,140.86
"Steers, 5-area, all grades price",Beef,Livestock/Dairy,Dollars per cwt.,Calendar year,2031,142.55
Supply total,Beef,Livestock/Dairy,Million pounds,Calendar year,2020,31227
Supply total,Beef,Livestock/Dairy,Million pounds,Calendar year,2021,31804
Supply total,Beef,Livestock/Dairy,Million pounds,Calendar year,2022,30870
Supply total,Beef,Livestock/Dairy,Million pounds,Calendar year,2023,30592
Supply total,Beef,Livestock/Dairy,Million pounds,Calendar year,2024,30704
Supply total,Beef,Livestock/Dairy,Million pounds,Calendar year,2025,30837
Supply total,Beef,Livestock/Dairy,Million pounds,Calendar year,2026,31041
Supply total,Beef,Livestock/Dairy,Million pounds,Calendar year,2027,31297
Supply total,Beef,Livestock/Dairy,Million pounds,Calendar year,2028,31567
Supply total,Beef,Livestock/Dairy,Million pounds,Calendar year,2029,31830
Supply total,Beef,Livestock/Dairy,Million pounds,Calendar year,2030,32087
Supply total,Beef,Livestock/Dairy,Million pounds,Calendar year,2031,32333
Total cow inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2020,40681
Total cow inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2021,40598
Total cow inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2022,40000
Total cow inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2023,39974
Total cow inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2024,40041
Total cow inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2025,40113
Total cow inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2026,40257
Total cow inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2027,40416
Total cow inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2028,40581
Total cow inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2029,40732
